,feature_name
PRF1,PRF1
IGHV3-23,IGHV3-23
SLC5A5,SLC5A5
COLEC12,COLEC12
ARPC4,ARPC4
IDO1,IDO1
SFXN5,SFXN5
TMEM154,TMEM154
CRIP2,CRIP2
CDCA5,CDCA5
CXXC4,CXXC4
SPTBN1,SPTBN1
CDK12,CDK12
ITK,ITK
IRS2,IRS2
IFIT1B,IFIT1B
LINC02762,LINC02762
ID3,ID3
CADPS,CADPS
HIGD1B,HIGD1B
INPP5K,INPP5K
DNAAF1,DNAAF1
CHORDC1,CHORDC1
SLC25A37,SLC25A37
STRADA,STRADA
HKDC1,HKDC1
NUDT4,NUDT4
CLEC2B,CLEC2B
THEM4,THEM4
ZNF844,ZNF844
NUGGC,NUGGC
ENC1,ENC1
KIR3DL1,KIR3DL1
CSRNP1,CSRNP1
TSHZ3,TSHZ3
ALKAL2,ALKAL2
SAV1,SAV1
PLN,PLN
RHOH,RHOH
LEXM,LEXM
AFAP1,AFAP1
ETV1,ETV1
CA2,CA2
PLSCR1,PLSCR1
WFDC1,WFDC1
TIMD4,TIMD4
KCNN4,KCNN4
TMEM107,TMEM107
PICK1,PICK1
GLI1,GLI1
RASAL1,RASAL1
EGLN2,EGLN2
OSR2,OSR2
MIR3681HG,MIR3681HG
GLRX5,GLRX5
MTFP1,MTFP1
GREM2,GREM2
SLC13A5,SLC13A5
SC5D,SC5D
ATAD2,ATAD2
P2RY13,P2RY13
LAT2,LAT2
YPEL3,YPEL3
SUGCT,SUGCT
ATP7A,ATP7A
TRMU,TRMU
SPOCD1,SPOCD1
DCLRE1A,DCLRE1A
TERF2IP,TERF2IP
RCAN1,RCAN1
ITM2A,ITM2A
MSRB1,MSRB1
GPR160,GPR160
ADAP1,ADAP1
GAB1,GAB1
SPEG,SPEG
PPP1R16A,PPP1R16A
VMP1,VMP1
TUBA1B,TUBA1B
DHRS3,DHRS3
TRPM8,TRPM8
IL2RB,IL2RB
PRELID2,PRELID2
KIZ,KIZ
VAPA,VAPA
TGFA,TGFA
ZNF335,ZNF335
UBE2D1,UBE2D1
SGSH,SGSH
SP3,SP3
SRGN,SRGN
CCDC25,CCDC25
FBXO5,FBXO5
CUL5,CUL5
IFIT1,IFIT1
AGAP1,AGAP1
CDKN2C,CDKN2C
PRDM5,PRDM5
IGLV3-10,IGLV3-10
RGS16,RGS16
PTCH1,PTCH1
GALNT7,GALNT7
TMEM44,TMEM44
NINJ1,NINJ1
SAG,SAG
WTAP,WTAP
AARD,AARD
APBA2,APBA2
GAN,GAN
GFPT2,GFPT2
CBLB,CBLB
TIGD4,TIGD4
SH2D1A,SH2D1A
HOMER3,HOMER3
FABP5,FABP5
METTL24,METTL24
IGF1,IGF1
SERPINF1,SERPINF1
FRAT1,FRAT1
IL17RA,IL17RA
RNF13,RNF13
PCP2,PCP2
CENPM,CENPM
BANK1,BANK1
PTPRM,PTPRM
ACLY,ACLY
FXYD1,FXYD1
TUBA1C,TUBA1C
USP21,USP21
PMEL,PMEL
WDR97,WDR97
CGAS,CGAS
WDHD1,WDHD1
SCN2A,SCN2A
SPG11,SPG11
SIRPB2,SIRPB2
CLDND1,CLDND1
TPM2,TPM2
DIPK1C,DIPK1C
INPPL1,INPPL1
PITX1,PITX1
IL13RA1,IL13RA1
ARRDC1,ARRDC1
IGHG3,IGHG3
HBEGF,HBEGF
DENND2C,DENND2C
COL19A1,COL19A1
KDM1B,KDM1B
HSPH1,HSPH1
CHL1,CHL1
R3HDM4,R3HDM4
MECOM,MECOM
STYK1,STYK1
VPS13A,VPS13A
SYTL1,SYTL1
PDK3,PDK3
TLR5,TLR5
MEGF9,MEGF9
ILK,ILK
INAFM1,INAFM1
PALLD,PALLD
MYDGF,MYDGF
DOCK5,DOCK5
RHCE,RHCE
ANKZF1,ANKZF1
HLA-DRB1,HLA-DRB1
FCGR1A,FCGR1A
VIT,VIT
NR2F2,NR2F2
CTNNAL1,CTNNAL1
TRIM9,TRIM9
OPLAH,OPLAH
IGFBP7,IGFBP7
COQ7,COQ7
FOXP3,FOXP3
CD320,CD320
HEG1,HEG1
TOP2A,TOP2A
ICAM1,ICAM1
KIR3DL2,KIR3DL2
LINC02731,LINC02731
HERPUD1,HERPUD1
ATP6V0D1,ATP6V0D1
ITM2B,ITM2B
LDLRAP1,LDLRAP1
GBP5,GBP5
SFXN1,SFXN1
LRG1,LRG1
DUSP14,DUSP14
ACSM3,ACSM3
TRGV2,TRGV2
EMSY,EMSY
ABCB9,ABCB9
SULT1A1,SULT1A1
CCN3,CCN3
AOAH,AOAH
LCORL,LCORL
FSCN3,FSCN3
PDE3A,PDE3A
RPS4Y2,RPS4Y2
IGLV5-52,IGLV5-52
MAD2L2,MAD2L2
CD9,CD9
IGHD,IGHD
MAL,MAL
STXBP2,STXBP2
BSPRY,BSPRY
HCAR3,HCAR3
GSDME,GSDME
TM4SF1,TM4SF1
VNN1,VNN1
RENBP,RENBP
TRBV24-1,TRBV24-1
PTPN3,PTPN3
RPL32,RPL32
IER5L,IER5L
DOK3,DOK3
CACNA1H,CACNA1H
IGSF11,IGSF11
TRABD2A,TRABD2A
PDZD8,PDZD8
TRAV38-1,TRAV38-1
CCDC150,CCDC150
CTHRC1,CTHRC1
CAMK4,CAMK4
SNCA,SNCA
PPP1R3B,PPP1R3B
EBF1,EBF1
PRKCD,PRKCD
GAS2L1,GAS2L1
DCT,DCT
ARHGAP12,ARHGAP12
SYK,SYK
PROS1,PROS1
JUNB,JUNB
ARL11,ARL11
ST8SIA1,ST8SIA1
TRAF2,TRAF2
IFIT2,IFIT2
ADRA2A,ADRA2A
BLVRB,BLVRB
LINC00944,LINC00944
SEC61A2,SEC61A2
WFDC2,WFDC2
AZU1,AZU1
RCN3,RCN3
DCAF8,DCAF8
SERHL2,SERHL2
MCOLN1,MCOLN1
CNR1,CNR1
GOLGA3,GOLGA3
TCAP,TCAP
TES,TES
MTBP,MTBP
OSBPL5,OSBPL5
SPARC,SPARC
RORB,RORB
CEP63,CEP63
C20orf204,C20orf204
PDE4A,PDE4A
IL4I1,IL4I1
MVD,MVD
ITPRIPL1,ITPRIPL1
SVOPL,SVOPL
SCN3A,SCN3A
ICOS,ICOS
PCDH1,PCDH1
RAD51AP1,RAD51AP1
PLD4,PLD4
HECA,HECA
NFIA,NFIA
NFKBIZ,NFKBIZ
XIRP2,XIRP2
NBL1,NBL1
LINC01685,LINC01685
ZFP91,ZFP91
DCTN1,DCTN1
LRIG1,LRIG1
KLRD1,KLRD1
CACYBP,CACYBP
UNG,UNG
IGHV1-3,IGHV1-3
APOA1,APOA1
ALDOC,ALDOC
FBH1,FBH1
WNT3,WNT3
PRR4,PRR4
ZNF573,ZNF573
PKIB,PKIB
SOS2,SOS2
LINC01537,LINC01537
CDC42EP3,CDC42EP3
RGS1,RGS1
FBXL22,FBXL22
GNG4,GNG4
IFFO2,IFFO2
NIBAN1,NIBAN1
IQCH,IQCH
AACS,AACS
ZNF727,ZNF727
HEATR9,HEATR9
KRT18,KRT18
BCL3,BCL3
MAF,MAF
IGKV1-5,IGKV1-5
TUBGCP3,TUBGCP3
TRIM58,TRIM58
GATA6,GATA6
SMARCA4,SMARCA4
MED12L,MED12L
GPNMB,GPNMB
RTTN,RTTN
KLHL3,KLHL3
BFSP1,BFSP1
S100A9,S100A9
SH2D3A,SH2D3A
MAT2A,MAT2A
MT-CO3,MT-CO3
CHD2,CHD2
IGF2BP3,IGF2BP3
SLAMF6,SLAMF6
CD244,CD244
PDE4DIP,PDE4DIP
HCG27,HCG27
SLFN5,SLFN5
TRAPPC3L,TRAPPC3L
TAF3,TAF3
PLXDC2,PLXDC2
GZMB,GZMB
PPBP,PPBP
KDM5D,KDM5D
RAB11FIP1,RAB11FIP1
SPATA7,SPATA7
FOLR2,FOLR2
COL27A1,COL27A1
SNAI1,SNAI1
ARHGAP24,ARHGAP24
FLNA,FLNA
MS4A2,MS4A2
SOX11,SOX11
CAPS,CAPS
DLL1,DLL1
SLC44A3,SLC44A3
CTSG,CTSG
ABCA7,ABCA7
SGK1,SGK1
TEAD2,TEAD2
PROX1,PROX1
KIT,KIT
CFAP73,CFAP73
FBXL14,FBXL14
PPP2R5A,PPP2R5A
TPM3,TPM3
SMOX,SMOX
ALDH1A2,ALDH1A2
CENPE,CENPE
RSAD2,RSAD2
PRKCA,PRKCA
HSP90B1,HSP90B1
PRDM1,PRDM1
ALOX5,ALOX5
RASSF4,RASSF4
HCK,HCK
TMEM79,TMEM79
FBLN5,FBLN5
IGFL2,IGFL2
DYNLL1,DYNLL1
SRPX,SRPX
CLEC4A,CLEC4A
TRBV30,TRBV30
RBP7,RBP7
HMHB1,HMHB1
UGT8,UGT8
COL6A1,COL6A1
FXYD7,FXYD7
PER1,PER1
GRAMD1C,GRAMD1C
RND1,RND1
MLF1,MLF1
TULP2,TULP2
GRB10,GRB10
LGALS8,LGALS8
PASK,PASK
TRBV11-2,TRBV11-2
GPAM,GPAM
MEF2B,MEF2B
TRGV9,TRGV9
TREML4,TREML4
SPAG4,SPAG4
NBEAL1,NBEAL1
NECTIN3,NECTIN3
SPC25,SPC25
FAM184A,FAM184A
DLGAP1,DLGAP1
LINC01993,LINC01993
LHFPL2,LHFPL2
SULT1B1,SULT1B1
CDCA7,CDCA7
LIMS1,LIMS1
CCND2,CCND2
COBLL1,COBLL1
CALHM5,CALHM5
IL1RL1,IL1RL1
ZNF711,ZNF711
KCNT1,KCNT1
TCEA3,TCEA3
IL11RA,IL11RA
S1PR2,S1PR2
IQCN,IQCN
RAB7B,RAB7B
OCIAD2,OCIAD2
BRAP,BRAP
SIGLEC10,SIGLEC10
RNF41,RNF41
HLA-DOA,HLA-DOA
NAMPT,NAMPT
HMGN2,HMGN2
ZFYVE28,ZFYVE28
EFNA5,EFNA5
NXF3,NXF3
TRAV39,TRAV39
LGMN,LGMN
DNAJC3,DNAJC3
EIF4E,EIF4E
PDE2A,PDE2A
FAAH2,FAAH2
AXDND1,AXDND1
RBMS3,RBMS3
PIMREG,PIMREG
TMEM67,TMEM67
POMT1,POMT1
MT3,MT3
FAM229A,FAM229A
SPSB1,SPSB1
SNAPC1,SNAPC1
SLC1A3,SLC1A3
DNAH17,DNAH17
WDR17,WDR17
IGLV3-21,IGLV3-21
TBC1D3D,TBC1D3D
KIR2DL1,KIR2DL1
EXPH5,EXPH5
CYP4F12,CYP4F12
MAP4K5,MAP4K5
SLU7,SLU7
LINC00158,LINC00158
CDKN2D,CDKN2D
PTPRB,PTPRB
ENPP3,ENPP3
MTIF3,MTIF3
BTNL9,BTNL9
TRH,TRH
UPF3B,UPF3B
SLC10A5,SLC10A5
POFUT1,POFUT1
NCAPG,NCAPG
PIK3R5,PIK3R5
MAP1LC3B,MAP1LC3B
IGKV3-11,IGKV3-11
KLF5,KLF5
RAP1B,RAP1B
IGLV2-8,IGLV2-8
TRBV5-5,TRBV5-5
ABHD1,ABHD1
RPS17,RPS17
CD40LG,CD40LG
FANCI,FANCI
BEST1,BEST1
ABCA9,ABCA9
PRPS2,PRPS2
GTPBP2,GTPBP2
SMIM1,SMIM1
GRHL1,GRHL1
ZBTB20-AS4,ZBTB20-AS4
FPR2,FPR2
TRAV25,TRAV25
FBXO32,FBXO32
PTPN13,PTPN13
KLRB1,KLRB1
IGLV6-57,IGLV6-57
VNN2,VNN2
PLIN3,PLIN3
FRMPD3,FRMPD3
B3GALT2,B3GALT2
LDHB,LDHB
ZBP1,ZBP1
DDX43,DDX43
FCGR2B,FCGR2B
NBR1,NBR1
PLCG2,PLCG2
FCGRT,FCGRT
HDC,HDC
DNAH8,DNAH8
ZNF709,ZNF709
NUP210L,NUP210L
COLGALT2,COLGALT2
MEIS2,MEIS2
USP38,USP38
GPR68,GPR68
MMP2,MMP2
TRIB1,TRIB1
C1QA,C1QA
TMEM30B,TMEM30B
UBE2C,UBE2C
SFTPB,SFTPB
C2CD4B,C2CD4B
TRAV36DV7,TRAV36DV7
CERNA1,CERNA1
ADA2,ADA2
CLIC6,CLIC6
SLC2A3,SLC2A3
ASS1,ASS1
HOXA3,HOXA3
SLC19A1,SLC19A1
RPL31,RPL31
CDC20,CDC20
CDC20B,CDC20B
ITPR2,ITPR2
LRFN1,LRFN1
B3GAT2,B3GAT2
SYNE1,SYNE1
RBM14,RBM14
CCDC88B,CCDC88B
PLAAT1,PLAAT1
SYN3,SYN3
RAPGEF6,RAPGEF6
ZNF296,ZNF296
MED31,MED31
ZNF654,ZNF654
GOLGA8O,GOLGA8O
SH2D2A,SH2D2A
LINC02604,LINC02604
IL10RB,IL10RB
CXCL1,CXCL1
SLC38A11,SLC38A11
MIR3945HG,MIR3945HG
TREM1,TREM1
RBM22,RBM22
RCL1,RCL1
SLC8A1,SLC8A1
KCNK6,KCNK6
TRAV6,TRAV6
CAP1,CAP1
PHEX,PHEX
SPON1,SPON1
RAB27B,RAB27B
MAPK10,MAPK10
RPS6KA5,RPS6KA5
SSTR3,SSTR3
LINC01011,LINC01011
CBX7,CBX7
CHAMP1,CHAMP1
TRDV1,TRDV1
RLN2,RLN2
TMCC3,TMCC3
SOGA3,SOGA3
EGOT,EGOT
GPR12,GPR12
CEACAM1,CEACAM1
PIP4P2,PIP4P2
SHOX2,SHOX2
KCTD6,KCTD6
PCDHGB6,PCDHGB6
ANKRD37,ANKRD37
TUBGCP6,TUBGCP6
TMIGD3,TMIGD3
SDC3,SDC3
EIF4A1,EIF4A1
ABHD3,ABHD3
TCF3,TCF3
RAB27A,RAB27A
DHX34,DHX34
IGLV1-40,IGLV1-40
CEBPB,CEBPB
BAALC,BAALC
IGHV4-61,IGHV4-61
GLDC,GLDC
GALM,GALM
SDR42E2,SDR42E2
NFATC4,NFATC4
APBB2,APBB2
RGS13,RGS13
TRAV13-2,TRAV13-2
SESN1,SESN1
CD226,CD226
TMEM119,TMEM119
NETO1,NETO1
IFI6,IFI6
IFI27,IFI27
SWT1,SWT1
IGLV1-51,IGLV1-51
MYO1B,MYO1B
ZNF667-AS1,ZNF667-AS1
TCN2,TCN2
RAD51,RAD51
TRAC,TRAC
ICA1L,ICA1L
KCNE1,KCNE1
ADAMDEC1,ADAMDEC1
SARAF,SARAF
MUCL1,MUCL1
ADAM9,ADAM9
SPDYA,SPDYA
LLGL2,LLGL2
FBLN7,FBLN7
DNAH7,DNAH7
FGF22,FGF22
EGLN1,EGLN1
COL13A1,COL13A1
TBCEL,TBCEL
NR1D1,NR1D1
MKNK2,MKNK2
CCL23,CCL23
LIMS2,LIMS2
ETS1,ETS1
ALS2,ALS2
NDFIP2,NDFIP2
TLE4,TLE4
CD38,CD38
PNMA5,PNMA5
IRX3,IRX3
CLHC1,CLHC1
CRISPLD2,CRISPLD2
SMG8,SMG8
TRPC3,TRPC3
TRIB3,TRIB3
SYTL3,SYTL3
ANKRD55,ANKRD55
SEC11C,SEC11C
MATK,MATK
ST3GAL4,ST3GAL4
NSMCE1,NSMCE1
NPW,NPW
KCNJ10,KCNJ10
CYP3A5,CYP3A5
LINC00895,LINC00895
PIK3R1,PIK3R1
FAXDC2,FAXDC2
TROAP,TROAP
PLPPR2,PLPPR2
CCDC126,CCDC126
GCA,GCA
HS3ST1,HS3ST1
ORM1,ORM1
DBNDD2,DBNDD2
PYCARD,PYCARD
KCNQ1,KCNQ1
ITGB2,ITGB2
DRAM1,DRAM1
TRBV7-2,TRBV7-2
LRRC70,LRRC70
CXCL5,CXCL5
IGKV2-30,IGKV2-30
STOM,STOM
POLG2,POLG2
SLC4A10,SLC4A10
RCHY1,RCHY1
RAD9A,RAD9A
FOXD1,FOXD1
IGHV3-11,IGHV3-11
COL17A1,COL17A1
ZNF860,ZNF860
KCTD1,KCTD1
PPP4R3A,PPP4R3A
GSTM5,GSTM5
FURIN,FURIN
RPS4Y1,RPS4Y1
EGR3,EGR3
CHGB,CHGB
CST3,CST3
OSBPL8,OSBPL8
BLNK,BLNK
NMB,NMB
LNX1,LNX1
TMSB15A,TMSB15A
CHP1,CHP1
NDEL1,NDEL1
BTG1,BTG1
SPEN,SPEN
WEE1,WEE1
FDXR,FDXR
FOS,FOS
CCNA2,CCNA2
ZBTB48,ZBTB48
PROC,PROC
PPIF,PPIF
MLLT3,MLLT3
MEGF11,MEGF11
AGRP,AGRP
CELSR1,CELSR1
SH2B3,SH2B3
DNAJA1,DNAJA1
USP28,USP28
ATP11A,ATP11A
SLC40A1,SLC40A1
STK17A,STK17A
CR2,CR2
IGLL1,IGLL1
CEACAM4,CEACAM4
CEBPE,CEBPE
SERPINE1,SERPINE1
PLD5,PLD5
GNAI2,GNAI2
MX1,MX1
CYTH4,CYTH4
IGHA1,IGHA1
PRR14,PRR14
MCTP1,MCTP1
LINC00299,LINC00299
COL4A4,COL4A4
SYCP2,SYCP2
DAZAP2,DAZAP2
RPLP2,RPLP2
ADRB2,ADRB2
TAF1C,TAF1C
TIMP2,TIMP2
SORCS2,SORCS2
ADGRG5,ADGRG5
PARP15,PARP15
PRICKLE1,PRICKLE1
PEAR1,PEAR1
SERPINH1,SERPINH1
ADAMTS4,ADAMTS4
IGHV3-21,IGHV3-21
GATM,GATM
CR1L,CR1L
LINC02288,LINC02288
IL17C,IL17C
SHARPIN,SHARPIN
RBPMS,RBPMS
FEN1,FEN1
BBC3,BBC3
ZBTB38,ZBTB38
PLCB2,PLCB2
MYO6,MYO6
ITGAV,ITGAV
NPTX2,NPTX2
CLEC4D,CLEC4D
NIPAL4,NIPAL4
OTOF,OTOF
PNOC,PNOC
IGSF10,IGSF10
N4BP3,N4BP3
CD34,CD34
LRRC2,LRRC2
LINC00513,LINC00513
CMKLR1,CMKLR1
ANKRD10,ANKRD10
BCL6,BCL6
DUSP16,DUSP16
CCDC144A,CCDC144A
SPHK1,SPHK1
MYB,MYB
CAMP,CAMP
DENND3,DENND3
IGF2BP2,IGF2BP2
GBA2,GBA2
LINC00877,LINC00877
SLC16A10,SLC16A10
CD160,CD160
OLFM2,OLFM2
FFAR3,FFAR3
MR1,MR1
PROZ,PROZ
LINC02202,LINC02202
SH3TC2,SH3TC2
KIFC3,KIFC3
IGHMBP2,IGHMBP2
PDGFA,PDGFA
GSTM1,GSTM1
PTK2B,PTK2B
WNT16,WNT16
TUBA4A,TUBA4A
OPTN,OPTN
KIF19,KIF19
IGHV2-5,IGHV2-5
UTS2,UTS2
IGHV1-46,IGHV1-46
S100A11,S100A11
DHRS12,DHRS12
TNFRSF1A,TNFRSF1A
MLANA,MLANA
CD52,CD52
ELAVL4,ELAVL4
IL1R1,IL1R1
ERV3-1,ERV3-1
GNAI3,GNAI3
CENPK,CENPK
P4HA2,P4HA2
MYRF,MYRF
ADIRF,ADIRF
NIPBL,NIPBL
LINC01506,LINC01506
SLC38A2,SLC38A2
RNF175,RNF175
TRAV12-3,TRAV12-3
PMAIP1,PMAIP1
ABCA6,ABCA6
POLR2J2,POLR2J2
TTTY10,TTTY10
KLF1,KLF1
IGHV3-48,IGHV3-48
IL21R,IL21R
FLCN,FLCN
LCN10,LCN10
SAT1,SAT1
SRA1,SRA1
VWA5A,VWA5A
DTX3,DTX3
RPGR,RPGR
TRBV20-1,TRBV20-1
ITPRIP,ITPRIP
IFITM2,IFITM2
CNIH2,CNIH2
LYST,LYST
CLSPN,CLSPN
MMP11,MMP11
L1CAM,L1CAM
ANXA5,ANXA5
SMCHD1,SMCHD1
FOXO3,FOXO3
ADAMTS2,ADAMTS2
IFITM3,IFITM3
LGALS1,LGALS1
AOC1,AOC1
SLC45A3,SLC45A3
CD22,CD22
DIRAS1,DIRAS1
PFKFB2,PFKFB2
SCT,SCT
ZNF853,ZNF853
LINGO3,LINGO3
VPS37A,VPS37A
HMGB1,HMGB1
EGFL6,EGFL6
GLT1D1,GLT1D1
PARD3,PARD3
ARID1A,ARID1A
IGLV7-43,IGLV7-43
SERPINB2,SERPINB2
ZCCHC12,ZCCHC12
NXPE3,NXPE3
RGS18,RGS18
IL2RG,IL2RG
NEDD4,NEDD4
CBLL1,CBLL1
ANGPTL4,ANGPTL4
LYN,LYN
MTG1,MTG1
LYAR,LYAR
BEX1,BEX1
HAVCR2,HAVCR2
CDC42BPG,CDC42BPG
KRT7,KRT7
LINC00862,LINC00862
MFN2,MFN2
PACSIN1,PACSIN1
GCSAM,GCSAM
CLEC17A,CLEC17A
PCAT1,PCAT1
SLC7A11,SLC7A11
LETM2,LETM2
SPATC1,SPATC1
NSL1,NSL1
AGTRAP,AGTRAP
HLA-DRB5,HLA-DRB5
MID1IP1,MID1IP1
ABL2,ABL2
MIDN,MIDN
DCUN1D4,DCUN1D4
RSRP1,RSRP1
WDR36,WDR36
POU4F1,POU4F1
HDAC4,HDAC4
BHLHE40,BHLHE40
SGSM2,SGSM2
TCTA,TCTA
ID2,ID2
STX19,STX19
MORC1,MORC1
FGF9,FGF9
TMEM91,TMEM91
CD19,CD19
SYNPO2,SYNPO2
ACSM1,ACSM1
VWF,VWF
P2RY10,P2RY10
WWC1,WWC1
IL12RB2,IL12RB2
SHD,SHD
ZNF254,ZNF254
KLRF1,KLRF1
LINC00520,LINC00520
TIE1,TIE1
AUTS2,AUTS2
C1R,C1R
HLA-DOB,HLA-DOB
MLKL,MLKL
IFNG,IFNG
PPP2R2B,PPP2R2B
LIN7A,LIN7A
IGHV4-39,IGHV4-39
CCDC71L,CCDC71L
PTX3,PTX3
GNA13,GNA13
DCBLD2,DCBLD2
RNF144B,RNF144B
IGKV2-24,IGKV2-24
PCF11,PCF11
PDE3B,PDE3B
CDKN3,CDKN3
TNFSF10,TNFSF10
FCRL6,FCRL6
RBP4,RBP4
CD163L1,CD163L1
NPTX1,NPTX1
ANP32A,ANP32A
HEATR3,HEATR3
ZNF518B,ZNF518B
NINL,NINL
TSPAN18,TSPAN18
IGKV3-15,IGKV3-15
VAV1,VAV1
RABGEF1,RABGEF1
SNTB2,SNTB2
FLRT2,FLRT2
STON2,STON2
ATF3,ATF3
ENO2,ENO2
SLFN13,SLFN13
PNPLA1,PNPLA1
PNP,PNP
YPEL1,YPEL1
NATD1,NATD1
MX2,MX2
SZT2,SZT2
HERC5,HERC5
LINC01750,LINC01750
SELPLG,SELPLG
MARCKS,MARCKS
ILF3-DT,ILF3-DT
AGO2,AGO2
AKR1B1,AKR1B1
PARP8,PARP8
PUS10,PUS10
ABLIM1,ABLIM1
MANSC1,MANSC1
LINC02739,LINC02739
CDK5RAP2,CDK5RAP2
RNF24,RNF24
MKI67,MKI67
LINC02067,LINC02067
TRAV26-1,TRAV26-1
IDH1,IDH1
ANXA1,ANXA1
ROCK1,ROCK1
MIR4435-2HG,MIR4435-2HG
RNASEK,RNASEK
KIF23,KIF23
MIF,MIF
BBS1,BBS1
NDUFS2,NDUFS2
JMY,JMY
RPS6,RPS6
LARP4B,LARP4B
ETNK1,ETNK1
GALNT15,GALNT15
TCF7L2,TCF7L2
DSEL,DSEL
ADAMTS8,ADAMTS8
SNCG,SNCG
HILPDA,HILPDA
TFPI,TFPI
HOXB3,HOXB3
KRT8,KRT8
EEF1A1,EEF1A1
CCL3,CCL3
ADAD2,ADAD2
NOCT,NOCT
SESN2,SESN2
SSPN,SSPN
ZNF165,ZNF165
KCNK5,KCNK5
BPGM,BPGM
BPI,BPI
CCR8,CCR8
BCAS4,BCAS4
LINC02580,LINC02580
TLL2,TLL2
SNX25,SNX25
THAP2,THAP2
RPS27,RPS27
PLA2G1B,PLA2G1B
ADGRE2,ADGRE2
TNFSF9,TNFSF9
ARSJ,ARSJ
KCNH8,KCNH8
CXCL3,CXCL3
FLOT2,FLOT2
